prompt_id,domain,vagueness,annotation_tier,coverage_scorer,param_name,param_weight,scorer_status,scorer_evidence,human_status,human_notes
V04,Payments,Detailed,new_detailed,0.0187,exchanges,15,ABSENT,Not addressed.,ABSENT,
V04,Payments,Detailed,new_detailed,0.0187,trading_schedule,15,ABSENT,Not addressed.,ABSENT,
V04,Payments,Detailed,new_detailed,0.0187,stop_loss,15,ABSENT,Not addressed.,ABSENT,
V04,Payments,Detailed,new_detailed,0.0187,reporting,10,RESOLVED,maintaining a comprehensive audit trail,RESOLVED,
V05,Payments,Detailed,new_detailed,0.4766,volume_per_trade,100,ABSENT,No explicit maximum dollar amount per individual trade/transaction.,ABSENT,
V05,Payments,Detailed,new_detailed,0.4766,payment_from,90,RESOLVED,Borrow USDC on Aave,RESOLVED,
V05,Payments,Detailed,new_detailed,0.4766,risk_tolerance,85,MENTIONED,"LTV below 70%, auto-deleverage if LTV exceeds 75%",RESOLVED,
V05,Payments,Detailed,new_detailed,0.4766,authorization_controls,80,RESOLVED,"Multi-sig (3-of-5) required for any unwind above $100,000",RESOLVED,
V05,Payments,Detailed,new_detailed,0.4766,daily_limit,80,ABSENT,No daily spending/trading cap mentioned.,ABSENT,
V05,Payments,Detailed,new_detailed,0.4766,currency,20,RESOLVED,"USDC, sDAI, $",RESOLVED,
V05,Payments,Detailed,new_detailed,0.4766,asset_type,25,RESOLVED,"stablecoin, USDC, sDAI",RESOLVED,
V05,Payments,Detailed,new_detailed,0.4766,exchanges,15,RESOLVED,Aave,RESOLVED,
V05,Payments,Detailed,new_detailed,0.4766,trading_schedule,15,ABSENT,No time-based restrictions or blackout periods.,ABSENT,
V05,Payments,Detailed,new_detailed,0.4766,stop_loss,15,RESOLVED,auto-deleverage if LTV exceeds 75%; unwind if spread below 1.5%,RESOLVED,
V05,Payments,Detailed,new_detailed,0.4766,reporting,10,RESOLVED,"Daily report: net APY, LTV, liquidation buffer",RESOLVED,
V06,Payments,Detailed,new_detailed,0.2523,volume_per_trade,100,ABSENT,No transaction limits specified,ABSENT,
V06,Payments,Detailed,new_detailed,0.2523,payment_from,90,ABSENT,Source account/wallet type not specified,ABSENT,
V06,Payments,Detailed,new_detailed,0.2523,risk_tolerance,85,ABSENT,Not addressed,ABSENT,
V06,Payments,Detailed,new_detailed,0.2523,authorization_controls,80,RESOLVED,"Emirates ID verification, sender confirmation",RESOLVED,
V06,Payments,Detailed,new_detailed,0.2523,daily_limit,80,ABSENT,No daily or monthly limits specified,ABSENT,
V06,Payments,Detailed,new_detailed,0.2523,currency,20,RESOLVED,send amount in AED,RESOLVED,
V06,Payments,Detailed,new_detailed,0.2523,asset_type,25,RESOLVED,"money transfer, funds, currency conversion",RESOLVED,
V06,Payments,Detailed,new_detailed,0.2523,exchanges,15,ABSENT,Not addressed,ABSENT,
V06,Payments,Detailed,new_detailed,0.2523,trading_schedule,15,ABSENT,Not addressed,ABSENT,
V06,Payments,Detailed,new_detailed,0.2523,stop_loss,15,ABSENT,Not addressed,ABSENT,
V06,Payments,Detailed,new_detailed,0.2523,reporting,10,RESOLVED,"Transaction History, Transaction Status Tracking",RESOLVED,
